address,unit,beds,baths,rent,sqft,avail,pets,parking,built,renovated,num_units,stories,fitness,outdoor
"170 Amsterdam Ave, New York, NY 10023",One Bedroom N 3-13,1,1.0,4932,646,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"170 Amsterdam Ave, New York, NY 10023",One Bedroom N 3-13,1,1.0,4820,646,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"170 Amsterdam Ave, New York, NY 10023",Studio C 9-13,0,1.0,3888,470,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"170 Amsterdam Ave, New York, NY 10023",Studio C 9-13,0,1.0,3803,470,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"170 Amsterdam Ave, New York, NY 10023",One Bedroom M 13,1,1.0,5381,690,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"170 Amsterdam Ave, New York, NY 10023",One Bedroom M 13,1,1.0,5274,690,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"170 Amsterdam Ave, New York, NY 10023",One Bedroom H 3-12,1,1.0,4651,741,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"170 Amsterdam Ave, New York, NY 10023",One Bedroom H 3-12,1,1.0,4544,741,0,Dogs and Cats Allowed:,,2015,N/A,236,21,Fitness Center;Playground,Balcony;Patio
"330 W 76th St, New York, NY 10023",-1,2,1.0,3499,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"121 W 75th St, New York, NY 10023",-1,1,1.0,2595,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"42 W 75th St, New York, NY 10023",-1,2,1.0,3850,1018,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"55 W End Ave, New York, NY 10023",-1,0,1.0,2900,-1,1,,,N/A,N/A,N/A,N/A,Fitness Center,N/A
"55 W 74th St, New york, NY #####",-1,1,1.0,3150,700,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"170 W 74th St, New York, NY 10023",-1,1,1.0,2750,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"124 W 60th St, Manhattan, NY 10023",-1,0,1.0,4550,575,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"308 W 73rd St, New York, NY #####",-1,2,1.0,3500,1048,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"250 W 71st St, New York, NY 10023",-1,1,1.0,2800,-1,1,Pets Negotiable,,N/A,N/A,N/A,N/A,N/A,N/A
"15 W 63rd St, New York, NY 10023",-1,3,3.0,22000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"145 W 67th St, New York, NY 10023",Studio / 1 Bathroom,0,1.0,3250,535,1,Cats Allowed,,1986,N/A,448,47,Fitness Center,Balcony
"145 W 67th St, New York, NY 10023",Studio / 1 Bathroom,0,1.0,3250,-1,1,Cats Allowed,,1986,N/A,448,47,Fitness Center,Balcony
"15 W 72nd St, New York, NY 10023",-1,2,4.0,10500,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,Courtyard;Balcony
"103 W 73rd St, New York, NY 10023",-1,1,1.0,2725,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"61 W 62nd St, New York, NY 10023",-1,1,1.0,3775,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"19 W 69th St, New York, NY 10023",-1,0,1.0,2225,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"51 W 69th St, New York, NY 10023",-1,1,1.0,3000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"304 W 75th St, New York, NY 10023",-1,1,1.0,3300,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"188 Columbus Ave, New York, NY 10023",-1,1,1.0,2799,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"72 W 69th St, New York, NY 10023",-1,2,1.0,3798,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"175 W 60th St, New York, NY 10023",-1,0,1.0,3790,-1,1,,,N/A,N/A,N/A,N/A,Fitness Center;Pool,N/A
"182 Columbus Ave, New York, NY 10023",-1,1,1.0,3499,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"201 W 70th St, New York, NY 10023",-1,1,1.0,3950,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,Balcony
"45 W 60th St, New York, NY 10023",-1,1,1.0,3795,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"138 W 73rd St, New York, NY 10023",-1,2,1.0,5500,1400,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"28 W 75th St, New York, NY 10023",-1,0,1.0,2095,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"59 W 73rd St, New York, NY 10023",-1,3,2.0,6900,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"104 W 74th St, New York, NY 10023",-1,1,1.0,3000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"351 W 71st St, New York, NY 10023",-1,1,1.0,3000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"317 W 76th St, New York, NY 10023",-1,1,1.0,2492,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"130 W 75th St, New York, NY 10023",-1,1,1.0,2950,600,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"15 Central Park West, New York, NY 10023",-1,3,3.5,25000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"252 W 76th St, New York, NY 10023",-1,1,1.0,3495,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"43 W 64th St, New York, NY 10023",-1,1,2.0,8700,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"30 W 76th St, New York, NY 10023",-1,2,1.5,4500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"80 Columbus Cir, New York, NY 10023",-1,2,2.5,22000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,Courtyard
"25 W 64th St, New York, NY 10023",-1,1,1.0,3500,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"101 W 67th St, New York, NY 10023",-1,2,2.0,6995,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"44 W 62nd St, New York, NY 10023",-1,2,2.0,12500,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,Balcony
"159 W 71st St, New York, NY 10023",-1,0,1.0,2350,400,1,Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"75 Central Park West, New York, NY 10023",-1,0,2.0,33000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"27 W 69th St, New York, NY 10023",-1,3,2.0,7500,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"105 W 72nd St, New York, NY 10023",-1,2,1.0,4500,850,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"160 W 75th St, New York, NY 10023",-1,1,1.0,2995,600,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"33 W 63rd St, New York, NY 10023",2 Bedroom / 1 Bathroom,2,1.0,3600,800,1,Pets Negotiable,,1920,N/A,24,5,N/A,N/A
"33 W 63rd St, New York, NY 10023",2 Bedroom / 1 Bathroom,2,1.0,3600,800,1,Pets Negotiable,,1920,N/A,24,5,N/A,N/A
"63 W 73rd St, New York, NY 10023",-1,1,1.0,3250,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"160 W 76th St, New York, NY 10023",-1,2,2.0,3895,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"100 W 76th St, New York, NY 10023",-1,3,2.0,8200,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"225 W 60th St, New York, NY 10023",-1,1,1.0,3688,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"247 W 63rd St, New York, NY 10023",-1,0,1.0,1700,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"49 W 72nd St, New York, NY 10023",-1,1,1.0,3150,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"253 W 73rd St, New York, NY 10023",-1,2,2.0,6500,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"250 W 72nd St, New York, NY 10023",-1,0,1.0,1950,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"201 W 72nd St, New York, NY 10023",-1,0,1.0,2950,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"234 W 75th St, New York, NY 10023",-1,3,3.0,11000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"1 W 72nd St, New York, NY 10023",-1,4,3.5,35000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"35 W 65th St, New York, NY 10023",Studio / 1 Bathroom,0,1.0,2395,-1,0,Pets Negotiable;Dogs and Cats Allowed,,1910,N/A,21,5,N/A,N/A
"35 W 65th St, New York, NY 10023",Studio / 1 Bathroom,0,1.0,2395,-1,0,Pets Negotiable;Dogs and Cats Allowed,,1910,N/A,21,5,N/A,N/A
"56 W 65th St, New York, NY 10023",2 Bedroom / 1 Bathroom,2,1.0,3735,900,1,Dogs and Cats Allowed,,1937,N/A,53,6,N/A,N/A
"56 W 65th St, New York, NY 10023",2 Bedroom / 1 Bathroom,2,1.0,3795,-1,1,Dogs and Cats Allowed,,1937,N/A,53,6,N/A,N/A
"56 W 65th St, New York, NY 10023",2 Bedroom / 1 Bathroom,2,1.0,3675,-1,0,Dogs and Cats Allowed,,1937,N/A,53,6,N/A,N/A
"154 W 76th St, New York, NY 10023",Studio / 1 Bathroom,0,1.0,2350,-1,1,,,1910,N/A,10,5,N/A,N/A
"154 W 76th St, New York, NY 10023",Studio / 1 Bathroom,0,1.0,2350,-1,1,,,1910,N/A,10,5,N/A,N/A
"112 W 73rd St, New York, NY 10023",-1,1,1.0,2900,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"116 W 72nd St, New York, NY 10023",-1,0,1.0,2000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"55 W 74th St, New York, NY 10023",-1,1,1.0,3150,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"62 W 70th St, New York, NY 10023",-1,0,1.0,2050,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"200 W 70th St, New York, NY 10023",-1,0,1.0,1900,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"1965 Broadway, New York, NY 10023",-1,2,2.0,9950,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"240 West End Ave, New York, NY 10023",-1,1,1.0,4150,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"43 W 61st St, New York, NY 10023",-1,0,1.0,2950,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"54 W 71st St, New York, NY 10023",-1,1,1.0,3750,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"47 W 75th St, New York, NY 10023",-1,2,2.0,6100,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"41 W 71st St, New York, NY 10023",-1,1,1.0,3000,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"302 W 76th St, New York, NY 10023",-1,0,1.0,2000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"2025 Broadway, New York, NY 10023",-1,1,1.0,3500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"8 W 71st St, New York, NY 10023",-1,0,1.0,3100,600,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"309 W 76th St, New York, NY 10023",-1,1,1.0,2650,650,1,Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"148 W 76th St, New York, NY 10023",-1,2,1.0,3600,908,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"175 W 73rd St, New York, NY 10023",-1,1,1.0,3800,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"150 W 74th St, New York, NY 10023",-1,1,1.0,2557,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"68 W 69th St, New York, NY 10023",-1,1,1.0,2700,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"160 W 72nd St, New York, NY 10023",-1,0,1.0,3000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"245 W 72nd St, New York, NY 10023",-1,1,1.0,2823,523,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"116 W 73rd St, New York, NY 10023",-1,2,1.0,3600,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"156 W 74th St, New York, NY 10023",-1,1,1.0,2700,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"128 W 73rd St, New York, NY 10023",-1,1,1.0,3150,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"32 W 71st St, New York, NY 10023",-1,1,1.0,2995,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"42 W 76th St, New York, NY 10023",-1,1,1.0,3200,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"102 W 74th St, New York, NY 10023",-1,1,1.0,2650,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"17 W 73rd St, New York, NY 10023",-1,2,1.0,4150,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"248 W 74th St, New York, NY 10023",-1,1,1.0,3195,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"255 W 75th St, New York, NY 10023",-1,0,1.0,2175,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"120 W 75th St, New York, NY 10023",-1,0,1.0,2050,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"130 W 67th St, New York, NY 10023",-1,1,1.0,3500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"447 W 18th St, New York, NY 10011",-1,1,1.0,6750,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"200 Riverside Blvd, New York, NY 10069",-1,0,1.0,2950,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"240 Central Park S, New York, NY 10019",-1,2,2.0,28000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"227 W 77th St, New York, NY 10024",-1,0,1.0,3968,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"345 W 58th St, New York, NY 10019",-1,2,2.0,5495,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"100 Riverside Blvd, New York, NY 10069",-1,2,2.0,5900,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"80 Riverside Blvd, New York, NY 10069",-1,1,1.0,4250,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"50 Riverside Blvd, New York, NY 10069",-1,2,2.0,7000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"57 W 58th St, New York, NY 10019",-1,0,1.0,2295,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"100 W 58th St, New York, NY 10019",-1,2,2.0,5900,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"14 E 73rd St, New York, NY 10021",-1,1,1.0,3990,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"945 5th Ave, New York, NY 10021",-1,1,1.0,5600,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"150 Central Park S, New York, NY 10019",-1,0,1.0,3200,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"210 W 77th St, New York, NY 10024",-1,3,4.0,16995,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"347 W 57th St, New York, NY 10019",-1,2,2.0,5800,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,Balcony
"100 Central Park S, New York, NY 10019",-1,1,1.5,6800,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"230 W 78th St, New York, NY 10024",-1,2,2.0,7999,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"153 W 78th St, New York, NY 10024",-1,0,1.0,2390,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"40 Central Park S, New York, NY 10019",-1,3,3.5,24500,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,Balcony
"22 Central Park S, New York, NY 10019",-1,2,3.0,18000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"1 Columbus Pl, New York, NY 10019",-1,2,2.0,6848,-1,1,Dogs and Cats Allowed,Garage,N/A,N/A,N/A,N/A,N/A,N/A
"386 Columbus Ave, New York, NY 10024",-1,2,2.0,7000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"24 Central Park S, New York, NY 10019",-1,3,3.5,16000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"315 W 77th St, New York, NY 10024",-1,0,1.0,2650,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"105 W 77th St, New York, NY 10024",-1,0,1.0,2500,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"173 W 78th St, New York, NY 10024",-1,1,1.0,3020,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"172 W 79th St, New York, NY 10024",-1,2,2.0,6150,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"340 Amsterdam Ave, New York, NY 10024",-1,0,1.0,1850,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"462 W 58th St, New York, NY 10019",-1,3,2.5,8000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"200 Central Park S, New York, NY 10019",-1,1,2.0,11000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"120 Central Park S, New York, NY 10019",-1,1,1.0,3650,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"18 E 62nd St, New York, NY 10065",-1,3,3.5,22000,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"555 W 59th St, New York, NY 10019",-1,3,3.0,10000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"66 W 77th St, New York, NY 10024",-1,2,1.0,5995,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"225 E 63rd St, New York, NY 10065",-1,0,1.0,3250,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"16 E 77th St, New York, NY 10075",-1,2,2.0,12775,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"23 E 74th St, New York, NY 10021",-1,1,1.0,4200,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"160 Central Park S, New York, NY 10019",-1,1,1.0,6000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"1 CENTRAL Park, New York, NY 10019",-1,1,1.5,11000,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"885 10th Ave, New York, NY 10019",-1,1,1.0,3300,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"220 Riverside Blvd, New York, NY 10069",-1,1,1.0,4000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"7 E 67th St, New York, NY 10065",-1,1,1.0,2595,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"128 Central Park S, New York, NY 10019",-1,1,1.0,3895,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"154 W 77th St, New York, NY 10024",-1,1,1.0,3100,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"800 5th Ave, New York, NY 10065",-1,2,2.5,11850,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"314 W 58th St, New York, NY 10019",-1,4,2.0,7000,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"952 5th Ave, New York, NY 10075",-1,2,2.0,7250,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"145 W 58th St, New York, NY 10019",-1,1,1.0,4325,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"4 E 65th St, New York, NY 10065",-1,1,1.0,3500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"30 Central Park S, New York, NY 10019",-1,0,2.0,7500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"14 E 69th St, New York, NY 10021",-1,1,1.0,5000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"19 E 76th St, New York, NY 10021",-1,2,2.0,15000,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"156 W 77th St, New York, NY 10024",-1,2,1.5,3800,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"123 W 78th St, New York, NY 10024",-1,0,1.0,2300,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"1 E 78th St, New York, NY 10075",-1,2,2.0,3625,1000,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"50 W 77th St, Manhattan, NY 10024",Plan F,1,1.0,3386,487,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan F,1,1.0,3289,487,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan L,1,1.0,3637,585,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan L,1,1.0,3530,585,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan B,1,1.0,3932,627,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan B,1,1.0,3825,627,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan D,1,1.0,4092,611,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan D,1,1.0,4010,611,1,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan D,1,1.0,3959,611,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan H,1,1.0,3882,698,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan H,1,1.0,3775,698,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan C,0,1.0,3200,439,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan C,0,1.0,3118,440,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan M,0,1.0,2851,354,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan M,0,1.0,2803,354,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan M,0,1.0,2734,356,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"50 W 77th St, Manhattan, NY 10024",Plan F,1,1.0,3268,487,0,Pets Negotiable;Dogs and Cats Allowed:,Street,1903,1978,137,12,N/A,Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence E, floors 3-17",0,1.0,3027,415,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence E, floors 3-17",1,1.0,3032,415,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence S, floors 5-17",1,1.0,4074,662,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence S, floors 5-17",1,1.0,3989,662,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence C, floors 21-36",1,1.0,4099,773,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence C, floors 21-36",1,1.0,4014,773,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence T, floors 5-17",1,1.0,4125,653,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence T, floors 5-17",1,1.0,4040,653,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 3-17",1,2.0,4587,937,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 3-17",1,2.0,4487,937,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence 06, floors 3-6",2,1.0,5164,870,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence 06, floors 3-6",2,1.0,5029,870,1,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence 13, floors 3-6",1,1.0,3389,584,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence 13, floors 3-6",1,1.0,3304,584,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 22-36",1,1.0,4922,826,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
