address,unit,beds,baths,rent,sqft,avail,pets,parking,built,renovated,num_units,stories,fitness,outdoor
"180 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 22-36",1,1.0,4822,826,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence, Floors 21F-36F",1,1.0,5012,946,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence, Floors 21F-36F",1,1.0,4899,946,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence E, floors 22-36",2,2.0,6778,1176,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence E, floors 22-36",2,2.0,6643,1176,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence, Floors 21F-36F",1,1.0,4925,946,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence F, floors 3-17",0,1.0,3002,459,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence F, floors 3-17",1,1.0,3072,459,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence E, floors 3-17",0,1.0,2898,415,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence B, floor 20",1,1.0,4032,724,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"180 Riverside Blvd, Manhattan, NY 10069","Residence B, floor 20",1,1.0,3947,724,0,Dogs and Cats Allowed:,Covered,1998,N/A,516,41,Fitness Center,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 415,0,1.0,3149,477,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 415,0,1.0,3082,477,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 30 Floors 3-15,0,1.0,3253,468,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 30 Floors 3-15,0,1.0,3186,531,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069","Residence 06, floors 3-8",1,1.0,3995,661,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069","Residence 06, floors 3-8",1,1.0,3905,661,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 27 Floors 10-15,2,2.0,6488,1140,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 27 Floors 10-15,2,2.0,6256,1140,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Penthouse 1D and 2D,2,2.0,7557,1203,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Penthouse 1D and 2D,2,2.0,7412,1203,1,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 08 Floors 9-15,1,1.0,4008,679,0,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 08 Floors 9-15,1,1.0,3931,679,0,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 320 & 420,0,1.0,3059,499,0,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 320 & 420,0,1.0,2992,519,0,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 08 Floors 9-15,1,1.0,3905,679,0,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"140 Riverside Blvd, Manhattan, NY 10069",Residence 27 Floors 10-15,2,2.0,6420,1140,0,Dogs and Cats Allowed:,Covered,2003,N/A,354,28,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence F, floors3-17",0,1.0,2995,421,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence F, floors3-17",0,1.0,2934,421,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 3-17",1,1.0,3731,634,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 3-17",1,1.0,3821,634,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence J, floors 3-17",1,1.0,3769,702,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence J, floors 3-17",1,1.0,3897,702,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 4-17",1,3.0,4211,825,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 4-17",1,3.0,4162,825,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence K, floors 5-17",1,1.0,4336,749,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence K, floors 5-17",1,1.0,4336,749,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence B, floors 22-33",1,1.0,4416,884,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence B, floors 22-33",1,1.0,4416,884,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence C, floors 22-33",1,1.0,5441,814,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence C, floors 22-33",1,1.0,5441,814,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence U, floors 10-17",2,2.0,5442,1081,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence U, floors 10-17",2,2.0,5442,1081,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 22-33",2,2.0,6754,1364,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 22-33",2,2.0,6754,1364,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence S, floors 3-17",2,2.0,6985,1447,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence S, floors 3-17",2,2.0,7063,1447,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 22-33",3,3.0,12120,1797,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 22-33",3,3.0,11304,1797,1,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 3-17",1,1.0,3641,634,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence L, floors 3-17",1,1.0,3563,665,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence L, floors 3-17",1,1.0,3563,665,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence E, floor 22-33",1,1.0,5063,907,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence E, floor 22-33",1,1.0,4467,907,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence F, floors3-17",0,1.0,2923,421,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 4-17",1,3.0,4260,825,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence M, floors 18-20",0,1.0,3479,568,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence M, floors 18-20",0,1.0,3479,568,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence E, floors 10-17 - Residence A, floor 9",1,1.0,4042,761,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence E, floors 10-17 - Residence A, floor 9",1,1.0,4042,761,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 4-17",1,3.0,4249,825,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence J, floors 3-17",1,1.0,3642,702,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence S, floors 3-17",2,2.0,6908,1447,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence A, floors 22-33",3,3.0,12386,1797,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence R, floors 4-17",1,1.0,4161,804,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence R, floors 4-17",1,1.0,4161,804,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence N, floors 3-17",1,1.0,3348,616,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence N, floors 3-17",1,1.0,3348,616,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence V, floors 3-17",1,1.0,3953,664,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence V, floors 3-17",1,1.0,3953,664,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence 09, floors 3-8",1,1.0,3579,651,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence 09, floors 3-8",1,1.0,3579,651,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence PH B, floors 34-35",2,2.0,7835,1589,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence PH B, floors 34-35",2,2.0,7835,1589,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence C, floors 3-17",1,1.0,3944,685,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence C, floors 3-17",1,1.0,3944,685,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 18-20",1,1.0,4037,642,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence D, floors 18-20",1,1.0,4037,642,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence F, floors3-17",0,1.0,3068,421,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"160 Riverside Blvd, Manhattan, NY 10069","Residence E, floor 22-33",1,1.0,5659,907,0,Dogs and Cats Allowed:,Covered,2001,N/A,455,33,Fitness Center;Playground,Gated;Balcony;Patio
"333 W 57th St, New York, NY 10019",L,0,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",L,0,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",02,0,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",02,0,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",210,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",210,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",08,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",08,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",H,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",H,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",F,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"333 W 57th St, New York, NY 10019",F,1,1.0,-1,-1,1,,,1931,N/A,170,7,N/A,Sundeck
"42 Riverside Dr, New York, NY 10024",-1,2,2.0,9500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"145 W 58th St, New York, NY #####",-1,0,1.0,3350,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"150 W 58 St, CITY, NY 10019",-1,0,1.0,3300,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"150 W 58th St, CITY, NY 10019",-1,2,1.0,3450,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"5 E 63rd St, New York, NY 10065",-1,3,2.0,8000,-1,1,Dogs Allowed,Street,N/A,N/A,N/A,N/A,N/A,N/A
"200 W 58th St, New York, NY 10019",-1,2,2.0,6500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"795 5th Ave, New York, NY 10065",-1,2,2.0,37000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"4 W 58th St, New York, NY 10019",-1,0,2.0,43116,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"210 Central Park S, New York, NY 10019",-1,1,1.5,6179,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"349 West End Ave, New York, NY 10024",-1,1,1.0,4800,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"40 E 66th St, New York, NY 10065",-1,3,4.0,20500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"110 Central Park S, New York, NY 10019",-1,0,1.0,3950,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"365 West End Ave, New York, NY 10024",-1,0,1.0,2600,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"150 W 58th St, New York, NY 10019",-1,1,1.0,3450,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"200 E 66th St, New York, NY 10065",-1,2,2.0,10000,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"25 Columbus Cir, New York, NY 10019",-1,2,2.0,13500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"220 Central Park S, New York, NY 10019",-1,3,3.5,58000,-1,0,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"9 E 74th St, New York, NY 10021",-1,1,1.0,4150,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"230 Central Park S, New York, NY 10019",-1,1,1.0,4500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"140 E 63rd St, New York, NY 10065",-1,2,2.5,10500,-1,1,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"853 5th Ave, New York, NY 10065",-1,0,3.0,8995,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"1 E 66th St, New York, NY 10065",-1,0,3.0,8995,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"41 W 58th St, New York, NY 10019",-1,1,1.0,4500,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"13 E 69th St, New York, NY 10021",-1,2,3.0,12800,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"400 W 63rd St, New York, NY 10069",2BR 2Bth - 1,2,2.0,7592,1198,1,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",2BR 2Bth - 1,2,2.0,7492,1257,1,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",2BR 2Bth - 1,2,2.0,7542,1198,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",1BR 1Bth - 1,1,1.0,4860,661,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",1BR 1Bth - 1,1,1.0,5132,676,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Junior 1BR - 1,1,1.0,4680,589,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Junior 1BR - 1,1,1.0,4707,589,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",3BR 3Bth - 2,3,3.0,11982,1847,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",3BR 3Bth - 2,3,3.0,11982,1847,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",2BR 2Bth - 1,2,2.0,7692,1198,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",1BR 1Bth - 1,1,1.0,4862,693,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Junior 1BR - 2,1,1.0,4670,624,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Junior 1BR - 2,1,1.0,4712,624,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Studio2,0,1.0,3537,490,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Studio2,0,1.0,3537,490,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Studio1,0,1.0,3230,470,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Studio1,0,1.0,3230,470,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Junior 1BR - 2,1,1.0,4625,624,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",3BR 3Bth - 1,3,3.0,13950,1789,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",3BR 3Bth - 1,3,3.0,13950,1789,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",1BR 1Bth - 1,1,1.0,4585,661,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",Junior 1BR - 1,1,1.0,4650,589,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",1BR 1Bth - 2,1,1.0,4673,682,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"400 W 63rd St, New York, NY 10069",1BR 1Bth - 2,1,1.0,4673,682,0,Dogs Allowed;Cats Allowed,Garage: $450 - 550,2010,N/A,209,24,Sauna;Pool;Playground;Basketball Court,N/A
"236 W 78th St, New York, NY 10024",-1,1,2.0,10000,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"450 Amsterdam Ave, New York, NY 10024",-1,3,2.0,4795,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"58 W 58th St, New York, NY 10019",-1,1,1.0,3999,-1,1,,,N/A,N/A,N/A,N/A,Bike Storage,N/A
"120 Riverside Blvd, New York, NY 10069",-1,2,2.0,5385,-1,0,No Pets Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"18 E 64th St, New York, NY 10065",-1,2,2.0,8450,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"5 E 67th St, New York, NY 10065",-1,1,1.0,2495,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"923 5th Ave, New York, NY 10021",-1,5,5.0,58000,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"264 W 77th St, New York, NY 10024",-1,2,2.0,5400,-1,0,,,N/A,N/A,N/A,N/A,N/A,N/A
"452 W 58th St, New York, NY 10019",-1,3,1.0,3900,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"22 W 77th St, New York, NY 10024",-1,0,1.0,1850,-1,1,,,N/A,N/A,N/A,N/A,N/A,N/A
"180 W 58th St, New York, NY 10019",-1,5,2.0,7300,2200,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"852 Amsterdam Ave, New York, NY 10025",-1,1,1.0,2575,704,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"353 West End Ave, New York, NY 10024",-1,3,3.0,9450,2500,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
"426 W 58th St, New York, NY 10019",-1,4,3.5,14999,-1,1,Dogs and Cats Allowed,,N/A,N/A,N/A,N/A,N/A,N/A
